anio_inicio,colonia_hecho,total_delitos
2018,AEROPUERTO INTERNACIONAL BENITO JUÁREZ,1
2018,AGRICULTURA,2
2018,AGRÍCOLA METROPOLITANA,3
2018,AGRÍCOLA ORIENTAL,12
2018,AGRÍCOLA PANTITLAN,9
2018,AHUATENCO,1
2018,AHUEHUETES,3
2018,AJUSCO,4
2018,ALAMEDA ORIENTE,1
2018,ALBARRADA I,1
2018,ALFONSO XIII,1
2018,AMPLIACION ADOLFO LOPEZ MATEOS,1
2018,AMPLIACION MOLINO DE ROSAS,1
2018,AMPLIACION SAN FRANCISCO CULHUACAN,2
2018,AMPLIACION SAN MIGUEL 8VA.,1
2018,AMPLIACION ZONA URBANA EJIDAL SANTA MARIA AZTAHUAC,4
2018,AMPLIACIÓN BENITO JUÁREZ,4
2018,AMPLIACIÓN CARACOL,1
2018,AMPLIACIÓN CASAS ALEMÁN,6
2018,AMPLIACIÓN COSMOPOLITA,1
2018,AMPLIACIÓN DANIEL GARZA,2
2018,AMPLIACIÓN DEL GAS,9
2018,AMPLIACIÓN EL TRIUNFO,2
2018,AMPLIACIÓN EMILIANO ZAPATA,4
2018,AMPLIACIÓN GABRIEL HERNÁNDEZ,6
2018,AMPLIACIÓN JALALPA,1
2018,AMPLIACIÓN MÁRTIRES DE RÍO BLANCO,1
2018,AMPLIACIÓN PANAMERICANA,7
2018,AMPLIACIÓN PENITENCIARIA,4
2018,AMPLIACIÓN PETROLERA,1
2018,AMPLIACIÓN PROGRESO NACIONAL,3
2018,AMPLIACIÓN SAN PEDRO XALPA,2
2018,AMPLIACIÓN SANTA CATARINA,1
2018,AMPLIACIÓN SINATEL,1
2018,AMPLIACIÓN TORRE BLANCA,2
2018,ANAHUAC,10
2018,ANZURES,1
2018,APATLACO,1
2018,AQUILES SERDÁN,3
2018,AREA FEDERAL PANTEON SAN LORENZO TEZONCO,1
2018,AREA FEDERAL PARQUE CUITLAHUAC,1
2018,AREA FEDERAL PARQUE ECOLOGICO EL SALADO,2
2018,ARENAL 1A SECCIÓN,2
2018,ARENAL 3A SECCIÓN,2
2018,ARENAL 4A SECCIÓN,2
2018,ARENAL PUERTO AÉREO,1
2018,ARENAL TEPEPAN,2
2018,ARGENTINA ANTIGUA,2
2018,ARGENTINA PONIENTE,2
2018,ARTES GRAFICAS,1
2018,ARTURO MARTÍNEZ,1
2018,ASTURIAS,1
2018,ATENOR SALAS,1
2018,ATLAMAYA,1
2018,ATLAMPA,8
2018,AVANTE,2
2018,AZTECA,1
2018,AÑO DE JUÁREZ,1
2018,BANJIDAL,1
2018,BARRANCA SECA,1
2018,BARRIO 18,3
2018,BARRIO CALYEQUITA,1
2018,BARRIO CANDELARIA TICOMÁN,9
2018,BARRIO EL ROSARIO,2
2018,BARRIO NORTE,5
2018,BARRIO SAN ANTONIO,1
2018,BARRIO SAN MIGUEL,1
2018,BARRIO SAN PEDRO,3
2018,BARRIO SANTIAGO,1
2018,BARRIO XALTOCAN,5
2018,BELISARIO DOMÍNGUEZ SECCIÓN XVI,3
2018,BELLAVISTA,7
2018,BENITO JUAREZ I,1
2018,BENITO JUÁREZ,1
2018,BONANZA,1
2018,BOSQUE RESIDENCIAL DEL SUR,1
2018,BOSQUES DE LAS LOMAS,1
2018,BOSQUES DE TETLAMEYA,1
2018,BUENAVISTA,9
2018,BUENOS AIRES,4
2018,C.T.M. ARAGÓN,2
2018,C.T.M. EL RISCO,2
2018,CABEZA DE JUAREZ VII,1
2018,CABEZA DE JUAREZ VIII,1
2018,CACAMA,1
2018,CAFETALES,1
2018,CALTONGO,4
2018,CAMINO REAL DE TETELPAN,1
2018,CAMPAMENTO 2 DE OCTUBRE,9
2018,CAMPESTRE,1
2018,CAMPESTRE ARAGÓN,3
2018,CAMPESTRE CHURUBUSCO,2
2018,CANTERA PUENTE DE PIEDRA,3
2018,CAPULTITLAN,3
2018,CARLOS A. MADRAZO,1
2018,CARLOS HANK GONZALEZ,1
2018,CARLOS ZAPATA VELA,5
2018,CARMEN SERDÁN,3
2018,CASA BLANCA,3
2018,CASTILLO CHICO,1
2018,CASTILLO GRANDE,4
2018,CEHUAYA,1
2018,CENTRAL DE ABASTO,16
2018,CENTRO,33
2018,CENTRO DE AZCAPOTZALCO,2
2018,CERRILLOS SEGUNDA SECCIÓN,1
2018,CERRILLOS TERCERA SECCIÓN,2
2018,CERRO DE LA ESTRELLA,2
2018,CHALMA DE GUADALUPE,3
2018,CHIMALCOYOTL,1
2018,CHINAMPAC DE JUÁREZ,7
2018,CHURUBUSCO COUNTRY CLUB,1
2018,CITLALLI,13
2018,CIUDAD DE LOS DEPORTES,1
2018,CIUDAD JARDÍN,1
2018,CLAVERÍA,1
2018,CLUB DE GOLF BOSQUES,1
2018,COLA DE PATO - PUEBLO,1
2018,COLINA DEL SUR,1
2018,COLTONGO,1
2018,COMPOSITORES MEXICANOS,2
2018,CONCHITA B,1
2018,CONDESA,1
2018,CONSEJO AGRARISTA MEXICANO,8
2018,CONSTITUCIÓN DE 1917,2
2018,CONSTITUCIÓN DE LA REPÚBLICA,5
2018,CONTADERO,5
2018,COOPERATIVA BIATLON,1
2018,COPILCO UNIVERSIDAD,1
2018,CORPUS CHRISTY,2
2018,COSMOPOLITA,1
2018,COVE,1
2018,CRISTO REY,3
2018,CRUZ BLANCA,2
2018,CRUZTITLA (SAN ANTONIO TECOMITL),1
2018,CUAJIMALPA,7
2018,CUAUHTÉMOC,2
2018,CUAUTEPEC BARRIO ALTO,1
2018,CUAUTEPEC DE MADERO,1
2018,CUCHILLA DEL TESORO,3
2018,CUEVITAS,1
2018,CULHUACÁN CTM SECCIÓN IX,1
2018,CULHUACÁN CTM SECCIÓN V,1
2018,DAMIÁN CARMONA,3
2018,DANIEL GARZA,2
2018,DEFENSORES DE LA REPÚBLICA,1
2018,DEL BOSQUE,1
2018,DEL CARMEN,4
2018,DEL GAS,5
2018,DEL LAGO,1
2018,DEL MAR,3
2018,DEL OBRERO,1
2018,DEL RECREO,1
2018,DEL VALLE CENTRO,3
2018,DESARROLLO URBANO QUETZALCOATL,9
2018,DOCTORES,15
2018,DR. ALFONSO ORTIZ TIRADO,1
2018,EJERCITO DE AGUA PRIETA,5
2018,EJERCITO DE ORIENTE 2,2
2018,EJERCITO DE ORIENTE ZONA PEÑON,1
2018,EJIDOS SAN JUAN DE ARAGON 1A SECCION,1
2018,EL ARBOLILLO,1
2018,EL ARBOLILLO CTM,4
2018,EL CARACOL,2
2018,EL CENTINELA,1
2018,EL COYOL,1
2018,EL EDÉN,1
2018,EL ERMITAÑO,1
2018,EL GAVILÁN,1
2018,EL MIRADOR,3
2018,EL MIRADOR  (SANTA CRUZ XOCHITEPEC),1
2018,EL MOLINO,1
2018,EL OCOTAL,2
2018,EL PARAÍSO,4
2018,EL PARQUE,7
2018,EL PARQUE DE COYOACÁN,1
2018,EL POLITOCO,1
2018,EL RELOJ,1
2018,EL RETOÑO,2
2018,EL RODEO,2
2018,EL ROSAL,2
2018,EL ROSARIO,6
2018,EL SIFÓN,4
2018,EL TANQUE,1
2018,EL TEPETATAL,1
2018,EL VERGEL,2
2018,EMILIANO ZAPATA,6
2018,EMILIANO ZAPATA FRACCIONAMIENTO POPULAR,3
2018,ERMITA,1
2018,ERMITA ZARAGOZA,18
2018,ESCANDÓN I SECCIÓN,2
2018,ESCUADRÓN 201,3
2018,ESPERANZA,1
2018,ESTRELLA CULHUACÁN,2
2018,ESTRELLA DEL SUR,1
2018,EVA SÁMANO DE LÓPEZ MATEOS,1
2018,EX HACIENDA SAN JUAN DE DIOS,1
2018,EX-HIPÓDROMO DE PERALVILLO,3
2018,FEDERAL,2
2018,FELIPE ÁNGELES,3
2018,FERROCARRILERA,2
2018,FORESTAL I,1
2018,FRANCISCO I MADERO,1
2018,FRANCISCO VILLA,2
2018,FUEGO NUEVO,4
2018,FUENTES DE ZARAGOZA,2
2018,FUENTES DEL PEDREGAL,2
2018,GABRIEL HERNÁNDEZ,5
2018,GABRIEL RAMOS MILLÁN,2
2018,GABRIEL RAMOS MILLÁN SECCIÓN BRAMADERO,2
2018,GABRIEL RAMOS MILLÁN SECCIÓN TLACOTAL,4
2018,GENERAL FELIPE BERRIOZABAL,1
2018,GENERAL IGNACIO ZARAGOZA,2
2018,GENERAL PEDRO MARIA ANAYA,4
2018,GERTRUDIS SANCHEZ 3A SECCION,1
2018,GERTRUDIS SÁNCHEZ 2A SECCIÓN,1
2018,GOLONDRINAS,4
2018,GOLONDRINAS 1A SECCIÓN,1
2018,GRANADA,1
2018,GRANJAS COAPA,3
2018,GRANJAS DE SAN ANTONIO,5
2018,GRANJAS ESTRELLA,3
2018,GRANJAS MODERNAS,2
2018,GRANJAS MÉXICO,5
2018,GUADALUPE,3
2018,GUADALUPE DEL MORAL,3
2018,GUADALUPE INSURGENTES,1
2018,GUADALUPE PROLETARIA,1
2018,GUADALUPE TEPEYAC,3
2018,GUADALUPE TLALPAN,2
2018,GUADALUPE TLALTENCO,2
2018,GUADALUPE VICTORIA CUAUTEPEC,1
2018,GUERRERO,20
2018,HUAYATLA,1
2018,HÉROES DE 1910,2
2018,HÉROES DE PADIERNA,8
2018,INDECO,1
2018,INDEPENDENCIA,1
2018,INDUSTRIAL,1
2018,INDUSTRIAL PUERTO AÉREO,1
2018,INDUSTRIAL VALLEJO,3
2018,INFONAVIT CAMINO SAN JUAN DE ARAGON,1
2018,INFONAVIT IZTACALCO,4
2018,INSURGENTES,1
2018,INSURGENTES CUICUILCO,2
2018,INSURGENTES MIXCOAC,1
2018,IRRIGACIÓN,1
2018,ISIDRO FABELA,4
2018,IZTACCIHUATL,1
2018,IZTLAHUACÁN,3
2018,JACARANDAS,1
2018,JAIME TORRES BODET,1
2018,JAMAICA,1
2018,JANITZIO,2
2018,JARDINES DE SAN LORENZO TEZONCO,1
2018,JARDINES DEL AJUSCO,1
2018,JARDINES DEL LLANO,2
2018,JARDINES DEL PEDREGAL,2
2018,JARDÍN BALBUENA,9
2018,JORGE NEGRETE,2
2018,JOSÉ LÓPEZ PORTILLO,5
2018,JOSÉ MARIA PINO SUÁREZ,2
2018,JUAN ESCUTIA,5
2018,JUVENTINO ROSAS,5
2018,JUÁREZ,2
2018,LA ARAÑA,1
2018,LA ASUNCIÓN,1
2018,LA CARBONERA,1
2018,LA COLMENA,1
2018,LA CONCEPCION,1
2018,LA CONCEPCIÓN (VILLA MILPA ALTA),1
2018,LA CONCHA,1
2018,LA CONCHITA,1
2018,LA CRUZ,2
2018,LA CRUZ COYUYA,1
2018,LA ERA,1
2018,LA ESPERANZA,1
2018,LA ESTACIÓN,2
2018,LA FORESTAL 2,1
2018,LA GUADALUPANA,1
2018,LA HABANA,4
2018,LA JOYA,1
2018,LA JOYITA,2
2018,LA LAGUNA TICOMÁN,1
2018,LA LUZ (VILLA MILPA ALTA),1
2018,LA MAGDALENA PETLACALCO,2
2018,LA MALINCHE,2
2018,LA MARTINICA II,2
2018,LA MEXICANA,1
2018,LA NAVIDAD,2
2018,LA NOPALERA,3
2018,LA NORIA,1
2018,LA PASTORA,1
2018,LA PILA,2
2018,LA POLVORILLA,2
2018,LA PRADERA,2
2018,LA PURÍSIMA TICOMÁN,1
2018,LA RAZA,1
2018,LAGO NORTE,1
2018,LAS AGUILAS 2O PARQUE,2
2018,LAS ARBOLEDAS,3
2018,LAS CRUCES,4
2018,LAS LAJAS,2
2018,LAS PEÑAS,2
2018,LAS SALINAS,1
2018,LEGARIA,1
2018,LETRÁN VALLE,1
2018,LEYES DE REFORMA 1A SECCIÓN,2
2018,LEYES DE REFORMA 2A SECCIÓN,1
2018,LEYES DE REFORMA 3A SECCIÓN,3
2018,LINDAVISTA,5
2018,LLANO REDONDO,2
2018,LOMA LA PALMA,4
2018,LOMAS ALTAS,1
2018,LOMAS DE BECERRA,3
2018,LOMAS DE BEZARES,1
2018,LOMAS DE CAPULA,1
2018,LOMAS DE CHAMONTOYA,1
2018,LOMAS DE CHAPULTEPEC I SECCIÓN,5
2018,LOMAS DE CUAUTEPEC,2
2018,LOMAS DE CUILOTEPEC,1
2018,LOMAS DE LA ERA,1
2018,LOMAS DE LA ESTANCIA,5
2018,LOMAS DE PLATEROS,1
2018,LOMAS DE PUERTA GRANDE,1
2018,LOMAS DE SAN BERNABÉ,2
2018,LOMAS DE SAN LORENZO,9
2018,LOMAS DE SANTA FE,4
2018,LOMAS DE ZARAGOZA,1
2018,LOMAS DEL CHAMIZAL,1
2018,LOMAS ESTRELLA 1A SECCION,1
2018,LOMAS ESTRELLA 2A SECCION,4
2018,LORENZO BOTURINI,1
2018,LOS ALPES,2
2018,LOS CEDROS,1
2018,LOS CIPRESES,2
2018,LOS GIRASOLES,2
2018,LOS MANZANOS,1
2018,LOS OLIVOS,2
2018,LOS PADRES,2
2018,LOS REYES,8
2018,LOS REYES CULHUACÁN,1
2018,LOS SAUCES,1
2018,LOS VOLCANES,1
2018,LOS ÁNGELES,5
2018,LUIS DONALDO COLOSIO,2
2018,Las Aguilas (AOB-3),1
2018,MAGDALENA DE LAS SALINAS,3
2018,MALACATES,1
2018,MARGARITA MAZA DE JUÁREZ,1
2018,MARIA G. DE GARCÍA RUIZ,3
2018,MARTÍN CARRERA,4
2018,MAXIMINO ÁVILA CAMACHO,2
2018,MAZA,3
2018,MERCED BALBUENA,1
2018,MERCED GÓMEZ,2
2018,MESA DE LOS HORNOS,2
2018,MIGUEL HIDALGO,3
2018,MIGUEL HIDALGO 1A SECCIÓN,2
2018,MIGUEL HIDALGO 2A SECCIÓN,1
2018,MIGUEL HIDALGO 3A SECCIÓN,2
2018,MIGUEL HIDALGO 4A SECCIÓN,2
2018,MINA LOS COYOTES,1
2018,MINAS CRISTO REY,1
2018,MIXCOAC,1
2018,MOCTEZUMA 1A SECCIÓN,4
2018,MOCTEZUMA 2A SECCIÓN,2
2018,MODERNA,2
2018,MOLINO DEL REY,1
2018,MONTE ALTO,1
2018,MORELOS,45
2018,MÁRTIRES DE RÍO BLANCO,1
2018,MÉXICO NUEVO,3
2018,NAPOLES,1
2018,NARCISO BASSOLS,1
2018,NARCISO MENDOZA SUPER MANZANA 3 VILLA COAPA,1
2018,NARVARTE,4
2018,NATIVITAS,1
2018,NOCHTLA (SAN PEDRO ATOCPAN),2
2018,NONOALCO TLATELOLCO,4
2018,NUEVA ATZACOALCO,8
2018,NUEVA ESPAÑA,3
2018,NUEVA INDUSTRIAL VALLEJO,4
2018,NUEVA ORIENTAL COAPA,2
2018,NUEVA ROSITA,3
2018,NUEVA TENOCHTITLAN,1
2018,NUEVA VALLEJO,1
2018,OBRERA,10
2018,OLIVAR DEL CONDE 1A SECCIÓN,4
2018,OLIVAR DEL CONDE 2A SECCIÓN,4
2018,PALMAS,1
2018,PALMATITLA,4
2018,PALMITAS,2
2018,PANCHIMALCO (SAN PEDRO ATOCPAN),1
2018,PARAJE 38,1
2018,PARAJE SAN JUAN,2
2018,PARAJE ZACATEPEC,1
2018,PARQUE RECREATIVO SANTA CRUZ MEYEHUALCO,1
2018,PARRES EL GUARDA,10
2018,PASEOS DE CHURUBUSCO,1
2018,PASTEROS,2
2018,PEDREGAL DE SAN NICOLÁS 1A SECCIÓN,1
2018,PEDREGAL DE SAN NICOLÁS 2A SECCIÓN,2
2018,PEDREGAL DE SAN NICOLÁS 3A SECCIÓN,2
2018,PEDREGAL DE SANTA URSULA,4
2018,PEDREGAL DE SANTA ÚRSULA XITLA,1
2018,PEDREGAL DE SANTO DOMINGO,12
2018,PENITENCIARIA,1
2018,PENSADOR MEXICANO,4
2018,PENSIL NORTE,3
2018,PENSIL SUR,1
2018,PERALITOS,1
2018,PERALVILLO,9
2018,PEÑÓN DE LOS BAÑOS,1
2018,PILOTO ADOLFO LÓPEZ MATEOS,1
2018,PISTA OLIMPICA VIRGILIO URIBE (CANAL DE CUEMANCO),3
2018,POLANCO,1
2018,POPULAR RASTRO,1
2018,PORTALES SUR,1
2018,POSTAL,1
2018,POTRERILLO,1
2018,POTRERO DE SAN BERNARDINO,1
2018,PRADO CHURUBUSCO,1
2018,PRADO COAPA 1A SECCIÓN,1
2018,PRADO COAPA 3A SECCIÓN,1
2018,PRADOS DE CUAUTEPEC,1
2018,PRADOS DEL ROSARIO,2
2018,PRECONCRETO,1
2018,PREDIO EL MOLINO,3
2018,PRESIDENTES,1
2018,PRESIDENTES DE MÉXICO,4
2018,PRESIDENTES EJIDALES,1
2018,PRO-HOGAR,1
2018,PROGRESO DEL SUR,2
2018,PROGRESO NACIONAL,3
2018,PROGRESO TIZAPAN,1
2018,PROVIDENCIA,4
2018,PUEBLA,2
2018,PUEBLO CULHUACÁN,3
2018,PUEBLO DE LA MAGDALENA MIXIUHCA,2
2018,PUEBLO DE LOS REYES,1
2018,PUEBLO DE SAN PABLO TEPETLAPA,1
2018,PUEBLO DE SANTA URSULA COAPA,4
2018,PUEBLO SANTA FE,3
2018,PUENTE BLANCO,2
2018,PUNTA DE CEHUAYA,1
2018,PURÍSIMA ATLAZOLPA,1
2018,REACOMODO BELEN DE LAS FLORES,1
2018,REFINERÍA 18 DE MARZO,1
2018,REFORMA POLÍTICA,6
2018,REFORMA SOCIAL,1
2018,RENOVACIÓN,3
2018,RESIDENCIAL ACUEDUCTO DE GUADALUPE,2
2018,RESIDENCIAL LA ESCALERA,1
2018,RESIDENCIAL MIRAMONTES,1
2018,RESIDENCIAL ZACATENCO,1
2018,REVOLUCIÓN,1
2018,RICARDO FLORES MAGON,1
2018,RINCONADA LAS CUEVITAS,1
2018,ROMA NORTE,4
2018,ROMA SUR,3
2018,ROMERO DE TERREROS,1
2018,ROMERO RUBIO,1
2018,ROSARIO TLALI,1
2018,SALVADOR DÍAZ MIRÓN,1
2018,SAN ANDRÉS,1
2018,SAN ANDRÉS AHUAYUCAN,1
2018,SAN ANDRÉS TETEPILCO,2
2018,SAN ANDRÉS TOMATLÁN,2
2018,SAN ANDRÉS TOTOLTEPEC,13
2018,SAN ANGEL,2
2018,SAN ANTONIO,9
2018,SAN ANTONIO CULHUACÁN,1
2018,SAN BARTOLO AMEYALCO,1
2018,SAN BERNABÉ OCOTEPEC,2
2018,SAN FELIPE DE JESÚS,19
2018,SAN FRANCISCO CULHUACAN,5
2018,SAN FRANCISCO TECOXPA,1
2018,SAN FRANCISCO TETECALA,2
2018,SAN FRANCISCO TLALNEPANTLA,3
2018,SAN FRANCISCO TLALTENCO,9
2018,SAN FRANCISCO XOCOTITLA,1
2018,SAN GREGORIO ATLAPULCO,7
2018,SAN IGNACIO,1
2018,SAN JERÓNIMO ACULCO,1
2018,SAN JERÓNIMO LÍDICE,1
2018,SAN JERÓNIMO MIACATLÁN,1
2018,SAN JOSÉ,1
2018,SAN JOSÉ (SANTA ANA TLACOTENCO),2
2018,SAN JOSÉ ACULCO,3
2018,SAN JOSÉ BUENAVISTA,1
2018,SAN JOSÉ DE LA ESCALERA,3
2018,SAN JOSÉ DE LOS CEDROS,1
2018,SAN JOSÉ INSURGENTES,2
2018,SAN JUAN DE ARAGÓN,4
2018,SAN JUAN DE ARAGÓN I SECCIÓN,2
2018,SAN JUAN DE ARAGÓN II SECCIÓN,1
2018,SAN JUAN DE ARAGÓN III SECCIÓN,1
2018,SAN JUAN DE ARAGÓN IV SECCIÓN,5
2018,SAN JUAN DE ARAGÓN V SECCIÓN,2
2018,SAN JUAN DE ARAGÓN VII SECCIÓN,6
2018,SAN JUAN JOYA,1
2018,SAN JUAN TEPENAHUAC II,1
2018,SAN JUAN XALPA,4
2018,SAN JUAN Y GUADALUPE TICOMÁN,6
2018,SAN JUANICO,2
2018,SAN JUANICO NEXTIPAC,1
2018,SAN LORENZO,1
2018,SAN LORENZO ATEMOAYA,2
2018,SAN LORENZO HUIPULCO,2
2018,SAN LORENZO LA CEBADA,5
2018,SAN LORENZO TEZONCO,1
2018,SAN LORENZO TLACOYUCAN,2
2018,SAN LORENZO TLALTENANGO,1
2018,SAN LORENZO XICOTENCATL,2
2018,SAN LUCAS,2
2018,SAN LUCAS XOCHIMANCA,3
2018,SAN MARCOS,1
2018,SAN MARCOS (SANTA ANA TLACOTENCO),2
2018,SAN MARCOS NORTE,1
2018,SAN MARTÍN XOCHINAHUAC,4
2018,SAN MATEO TLALTENANGO,5
2018,SAN MATEO XALPA,3
2018,SAN MIGUEL,5
2018,SAN MIGUEL (SAN PABLO OZTOTEPEC),1
2018,SAN MIGUEL (SANTA ANA TLACOTENCO),2
2018,SAN MIGUEL AJUSCO,8
2018,SAN MIGUEL CHAPULTEPEC,1
2018,SAN MIGUEL TEHUISCO,1
2018,SAN MIGUEL TEOTONGO,13
2018,SAN MIGUEL TOPILEJO,17
2018,SAN MIGUEL XICALCO,1
2018,SAN MIGUEL ZAPOTITLA,3
2018,SAN NICOLÁS TOTOLAPAN,3
2018,SAN PABLO - BARRIO,1
2018,SAN PEDRO,2
2018,SAN PEDRO APÓSTOL,1
2018,SAN PEDRO DE LOS PINOS,4
2018,SAN PEDRO EL CHICO,1
2018,SAN PEDRO MÁRTIR,6
2018,SAN PEDRO ZACATENCO,2
2018,SAN RAFAEL,2
2018,SAN SALVADOR CUAUHTENCO SECCION III,1
2018,SAN SEBASTIÁN,2
2018,SAN SEBASTIÁN TECOLOXTITLA,2
2018,SAN SIMÓN CULHUACÁN,3
2018,SAN SIMÓN TICUMAC,1
2018,SAN SIMÓN TOLNAHUAC,3
2018,SANTA ANA PONIENTE,1
2018,SANTA ANA SUR,1
2018,SANTA ANITA,1
2018,SANTA BÁRBARA,3
2018,SANTA CECILIA,3
2018,SANTA CECILIA TEPETLAPA,4
2018,SANTA CRUZ (VILLA MILPA ALTA),2
2018,SANTA CRUZ ACALPIXCA - PUEBLO,5
2018,SANTA CRUZ AVIACIÓN,1
2018,SANTA CRUZ MEYEHUALCO,12
2018,SANTA CRUZ XOCHITEPEC,2
2018,SANTA FE,2
2018,SANTA INÉS,1
2018,SANTA ISABEL TOLA,2
2018,SANTA LUCIA,2
2018,SANTA MARIA AZTAHUACAN,4
2018,SANTA MARIA INSURGENTES,1
2018,SANTA MARIA LA RIBERA,10
2018,SANTA MARIA NONOALCO,1
2018,SANTA MARTHA ACATITLA,6
2018,SANTA MARTHA ACATITLA NORTE,4
2018,SANTA MARTHA ACATITLA SUR,6
2018,SANTA MARÍA NATIVITAS,2
2018,SANTA MARÍA TEPEPAN,1
2018,SANTA MARÍA TOMATLÁN,5
2018,SANTA ROSA,3
2018,SANTA ROSA XOCHIAC,3
2018,SANTA ÚRSULA XITLA,3
2018,SANTIAGO ACAHUALTEPEC,2
2018,SANTIAGO AHUIZOTLA,2
2018,SANTIAGO ATEPETLAC,1
2018,SANTIAGO ATZACOALCO,3
2018,SANTIAGO NORTE,1
2018,SANTIAGO SUR,2
2018,SANTIAGO TEPALCATLALPAN,2
2018,SANTIAGO TULYEHUALCO - PUEBLO,2
2018,SANTO TOMAS,2
2018,SANTO TOMAS AJUSCO,6
2018,SECTOR 17,1
2018,SECTOR POPULAR,1
2018,SELENE,1
2018,SELENE 1A. SECCION,2
2018,SEVILLA,1
2018,SIMÓN BOLÍVAR,1
2018,SINATEL,1
2018,TABACALERA,3
2018,TABLAS DE SAN AGUSTÍN,1
2018,TACUBA,1
2018,TACUBAYA,1
2018,TENANTITLA (SAN ANTONIO TECOMITL),1
2018,TENORIOS,2
2018,TEPALCATES,4
2018,TEPEPAN,2
2018,TEPEXIMILPA SERVIMET,1
2018,TEPEYAC INSURGENTES,1
2018,TETELPAN,1
2018,TEZOZOMOC,3
2018,TIERRA COLORADA,2
2018,TIERRA NUEVA,7
2018,TIZAPAN,1
2018,TLACAELEL 1,1
2018,TLACAMACA,1
2018,TLACOPAC,1
2018,TLACOYAQUE,1
2018,TLALPAN CENTRO I,2
2018,TLALPAN CENTRO II,1
2018,TLALPEXCO,5
2018,TLAPECHICO,1
2018,TLATILCO,2
2018,TLAXPANA,3
2018,TOLTECA,1
2018,TORIELLO GUERRA,1
2018,TORRE BLANCA,3
2018,TORRES DE POTRERO,1
2018,TORRES LINDAVISTA,2
2018,TRABAJADORES DE HIERRO,1
2018,TRANSITO,2
2018,TRIUNFO DE LA REPÚBLICA,1
2018,TULA (SAN PEDRO ATOCPAN),1
2018,TULYEHUALCO,1
2018,UNIDAD EJÉRCITO CONSTITUCIONALISTA,7
2018,UNIDAD HAB. LOMAS DE SOTELO,1
2018,UNIDAD MODELO,4
2018,UNIDAD VICENTE GUERRERO,5
2018,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1
2018,VALLE DE LUCES 1A SECCION,1
2018,VALLE DE LUCES 2A SECCION,1
2018,VALLE DE MADERO,2
2018,VALLE DE SAN LORENZO,2
2018,VALLE DE TEPEPAN,1
2018,VALLE DEL SUR,2
2018,VALLE GÓMEZ,4
2018,VALLEJO,4
2018,VALLEJO PONIENTE,1
2018,VASCO DE QUIROGA,2
2018,VENUSTIANO CARRANZA,1
2018,VERONICA ANZURES,2
2018,VIADUCTO PIEDAD,2
2018,VILLA CENTRO AMERICANA,2
2018,VILLA DE ARAGÓN,1
2018,VILLA GUSTAVO A. MADERO,2
2018,VISTA HERMOSA,2
2018,XALPA,5
2018,XOCO,1
2018,XOTEPINGO,2
2018,ZACATÓN,1
2018,ZAPOTITLA,1
2018,ZAPOTLA,1
2018,ZEDEC AMPLIACION PLAN DE AYALA,1
2018,ZEDEC SANTA FE,2
2018,ZONA CENTRO,13
2018,ZONA ESCOLAR,8
2018,ZONA ESCOLAR ORIENTE,4
2018,ZONA URBANA EJIDAL LOS REYES CULHUACAN,2
2018,ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN,2
2018,ZONA URBANA EJIDAL SANTA MARIA TOMATLAN,2
2018,ÁLAMOS,5
2019,1A AMPLIACIÓN PRESIDENTES,2
2019,1A VICTORIA,1
2019,1RA. AMPLIACIÓN SANTIAGO ACAHUALTEPEC,1
2019,1ø DE MAYO,1
2019,20 DE NOVIEMBRE,3
2019,2A AMPLIACIÓN JALALPA TEPITO,3
2019,2A. AMPLIACION JALALPA EL GRANDE,2
2019,2A. AMPLIACIÓN SANTIAGO ACAHUALTEPEC,4
2019,5 DE MAYO,3
2019,5O TRAMO 20 DE NOVIEMBRE,1
2019,7 DE NOVIEMBRE,1
2019,8 DE AGOSTO,2
2019,ABDIAS GARCIA SOTO,1
2019,ACUEDUCTO,1
2019,ACULCO,3
2019,ADOLFO RUIZ CORTINES,5
2019,AERONÁUTICA MILITAR,2
2019,AGRÍCOLA ORIENTAL,10
2019,AGRÍCOLA PANTITLAN,11
2019,AGUA BENDITA,1
2019,AGUILERA,1
2019,AHUEHUETES,2
2019,AHUEHUETES ANAHUAC,1
2019,AJUSCO,8
2019,ALAMEDA ORIENTE,1
2019,ALBARRADA,1
2019,ALBERT,1
2019,ALFONSO XIII,2
2019,AMPLIACION ADOLFO LOPEZ MATEOS,3
2019,AMPLIACION LA CANDELARIA,1
2019,AMPLIACION MOLINO DE ROSAS,1
2019,AMPLIACION SAN FRANCISCO CULHUACAN,1
2019,AMPLIACION SAN JUAN DE ARAGON CTM,1
2019,AMPLIACION ZONA URBANA EJIDAL SANTA MARIA AZTAHUAC,2
2019,AMPLIACIÓN ASTURIAS,1
2019,AMPLIACIÓN AVIACIÓN CIVIL,1
2019,AMPLIACIÓN BENITO JUÁREZ,6
2019,AMPLIACIÓN CASAS ALEMÁN,2
2019,AMPLIACIÓN DANIEL GARZA,1
2019,AMPLIACIÓN EMILIANO ZAPATA,2
2019,AMPLIACIÓN GABRIEL HERNÁNDEZ,8
2019,AMPLIACIÓN GABRIEL RAMOS MILLÁN,5
2019,AMPLIACIÓN GRANADA,1
2019,AMPLIACIÓN JALALPA,3
2019,AMPLIACIÓN MICHOACANA,1
